iso,country_name,year,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Political Stability and Absence of Violence/Terrorism: Estimate,value.Regulatory Quality: Estimate,value.Rule of Law: Estimate,value.Voice and Accountability: Estimate,mean_temperature,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,hdi_rank,hdi_value,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,v2pepwrses,v2peapssoc,v2clsocgrp,fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating
TKM,Turkmenistan,2014,-1.314402,-0.8427268,0.074206,-2.058527,-1.364684,-2.259159,15.79,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.689,45.07,,98.2,,,,,,61.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.948,0.78,-1.385,78.2,6.8,7.8,6.9,5.3,6.7,5.1,9.6,6.4,8.5,6.0,4.2,4.9,,6149.426054,33614755226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV,Tuvalu,2014,-0.0145656,-0.9272263,1.299327,-0.8787953000000002,0.3735487,1.045113,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2963.53825,32518905.21,,,,,,3.5,3.0,2.0,2.8,3.0,2.5,2.5,2.7,3.0,3.0,4.0,3.0,3.0,3.2,4.0,3.0,3.0,3.0,3.0,3.2,4.0,3.0
UZB,Uzbekistan,2014,-1.185251,-0.6288043000000001,-0.2731086,-1.7107689999999998,-1.1297700000000002,-1.913252,12.63,3400.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.696,43.23,,79.37,,,,,,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.192,0.7240000000000001,0.071,86.3,7.6,8.8,7.4,7.1,7.3,6.6,9.3,5.4,9.3,6.4,5.7,5.4,,2613.748262,80392884913.0,,,,,,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.7,4.0,4.5,5.0,4.5,4.0,4.4,4.0,5.0,4.0,3.0,2.5,3.7,4.0,4.2
VUT,Vanuatu,2014,0.4618848,-0.5343668,0.6360453,-0.322363,0.17853270000000002,0.5912405,23.79,0.0,0.0,0.0,0.0,350.0,349.0,0.0,0.0,140.0,0.594,45.88,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.959,-0.052000000000000005,1.778,,,,,,,,,,,,,,,2759.370937,728164877.9,,,,,,4.0,3.0,4.5,3.8,3.5,3.5,3.0,3.3,3.0,3.0,3.0,3.0,2.5,2.9,3.0,3.5,3.0,3.5,3.0,3.2,4.5,3.3
VNM,Viet Nam,2014,-0.4361547000000001,-0.0708256,-0.022347400000000003,-0.5876819999999999,-0.3599141,-1.374715,24.77,0.0,0.0,0.0,0.0,68000.0,67950.0,0.0,0.0,117.0,0.683,38.17,,51.32,,,,,,44.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679,0.98,1.176,72.7,5.1,6.9,6.0,5.7,5.8,5.5,8.0,5.5,7.6,6.2,5.0,5.4,34.8,1975.079058,181142000000.0,,,,,,5.0,4.5,4.5,4.7,4.5,4.5,4.0,4.3,4.5,5.5,5.0,4.5,4.0,4.7,4.5,4.5,4.5,4.5,4.0,4.4,3.5,4.5
NPL,Nepal,2015,-0.5780753000000001,-1.053868,-0.9983346,-0.7995815,-0.6769010999999999,-0.4154409000000001,13.19,50000.0,50000.0,0.0,0.0,2623000.0,2622828.0,0.0,0.0,142.0,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.026,-0.639,1.256,90.5,7.0,8.3,9.1,6.8,7.5,7.0,7.1,7.1,7.7,7.9,7.6,7.4,,901.7496077,24360795410.0,,,,,,4.5,3.5,4.0,4.0,4.5,4.0,4.0,4.2,4.0,4.0,4.5,4.0,4.0,4.1,3.5,4.0,5.0,3.5,3.5,3.9,4.0,4.0
AFG,Afghanistan,2015,-1.342216,-1.323176,-2.571222,-0.9973711,-1.504086,-1.117563,13.97,1174000.0,1174306.0,335000.0,335409.0,71000.0,70948.0,0.0,0.0,169.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319,-0.46,-0.6779999999999999,107.9,10.0,9.3,8.9,8.6,7.2,8.1,9.7,9.3,8.6,9.3,9.1,9.8,,556.0072209,19134211764.0,,,,,,3.5,3.0,3.0,3.2,3.5,2.0,3.0,2.8,2.0,3.0,3.0,2.5,2.0,2.5,1.5,4.0,3.5,2.5,2.0,2.7,3.5,2.8
ARM,Armenia,2015,-0.5338398,-0.1610711,-0.2523326,0.2418069,-0.3879299000000001,-0.5362935999999999,7.74,8400.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.723,1.365,1.714,69.7,5.3,7.0,5.4,6.0,5.0,6.0,7.0,4.1,6.5,3.6,7.0,6.8,32.4,3607.289299,10553337673.0,,,,,,4.0,4.5,5.0,4.5,5.0,4.5,4.5,4.7,4.5,5.0,4.5,4.5,3.5,4.4,4.0,4.5,4.5,4.5,3.5,4.2,3.5,4.4
AUS,Australia,2015,1.882711,1.564191,0.8849798000000001,1.788684,1.825073,1.355591,22.43,0.0,0.0,0.0,0.0,5700.0,5713.0,0.0,0.0,8.0,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.021,2.964,1.176,24.3,2.1,1.6,4.4,2.1,2.7,1.0,1.1,2.0,2.4,1.8,2.1,1.0,,56707.02208,1350530000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,Azerbaijan,2015,-0.9300975,-0.25762640000000003,-0.7295656,-0.2547193,-0.6737632,-1.5523870000000002,13.53,564000.0,564220.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.019,0.517,1.609,77.3,6.7,7.9,6.4,4.1,5.9,4.3,8.6,5.4,8.4,5.1,7.6,6.9,,5500.310382,53074370486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,2015,-0.8084212,-0.723855,-1.212018,-0.8990583000000001,-0.7513466999999999,-0.5120469,25.25,426000.0,426438.0,0.0,0.0,531000.0,531099.0,0.0,0.0,133.0,0.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.994,-1.042,-0.856,91.8,7.7,9.6,8.4,6.7,7.2,7.5,8.5,8.1,7.7,8.1,6.6,5.7,,1248.45331,195079000000.0,,,,,,4.5,4.5,4.5,4.5,3.5,4.0,3.0,3.5,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,4.0,3.9,4.5,4.1
BTN,Bhutan,2015,1.022701,0.4060493,0.974715,-0.7134356,0.5222452999999999,-0.0348184,11.92,0.0,0.0,0.0,0.0,2900.0,2851.0,0.0,0.0,129.0,0.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,0.907,78.7,5.0,7.5,7.9,5.7,6.9,6.8,5.0,6.6,6.5,6.0,6.9,7.9,,2752.630172,2003598213.0,,,,,,3.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,4.7,5.0,4.5,5.0,5.5,5.0,5.0,4.5,4.4
BRN,Brunei Darussalam,2015,0.5727226,1.059632,1.2426620000000002,0.8523870000000001,0.4078772,-0.7541477,26.86,,,,,,,,,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,5.6,7.4,5.9,2.8,7.8,4.6,8.0,2.2,7.7,4.2,2.7,4.1,,31164.03625,12930394938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Cambodia,2015,-1.1181530000000002,-0.6996924,0.0619423,-0.5250493,-0.9785324,-1.122615,27.89,0.0,0.0,0.0,0.0,8900.0,8859.0,0.0,0.0,144.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.379,87.9,6.7,8.2,7.4,6.4,7.1,7.5,8.4,7.7,8.3,7.0,5.8,7.4,,1162.904995,18049954289.0,,,,,,4.5,4.5,5.0,4.7,4.5,4.0,4.0,4.2,4.5,4.0,4.5,3.5,3.5,4.0,4.0,4.5,4.0,4.0,3.5,4.0,4.0,4.2
COK,Cook Islands,2015,,,,,,,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,"Micronesia, Federated States of",2015,0.6807384,-0.3972601,1.035154,-0.9827493,-0.295624,1.134735,26.8,0.0,0.0,0.0,0.0,6800.0,6760.0,0.0,0.0,136.0,0.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,5.1,5.6,4.0,8.1,8.4,9.0,6.0,5.7,3.1,7.1,3.2,8.3,,2906.617012,316489900.0,,,,,,3.0,2.5,2.5,2.7,4.0,3.5,2.5,3.3,3.0,2.5,2.5,3.0,3.0,2.8,3.0,3.0,3.0,2.5,3.5,3.0,3.0,3.0
FJI,Fiji,2015,0.17008199999999998,-0.2915429,0.5803086999999999,-0.3621247,-0.4041793,0.027780400000000004,24.15,,,,,,,,,93.0,0.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637,-0.353,1.234,76.7,6.7,7.9,7.0,6.7,6.8,7.6,7.4,4.5,6.9,4.7,3.4,7.2,,5390.714207,4682546863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,2015,0.6799068,0.4042414,-0.4660819000000001,0.9224599,0.2714227,0.27458790000000005,8.26,239000.0,239191.0,0.0,0.0,1200.0,1234.0,0.0,0.0,61.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363,1.415,1.64,79.2,7.3,9.1,7.8,5.8,5.9,5.4,8.8,4.8,5.8,3.9,7.4,7.3,36.5,4014.185944,14953950557.0,,,,,,4.5,4.5,5.0,4.7,6.0,4.0,5.5,5.2,4.5,4.5,5.5,4.5,3.0,4.4,4.5,5.0,5.5,4.5,4.0,4.7,4.5,4.7
HKG,Hong Kong,2015,1.6518540000000002,1.908817,1.046295,2.189884,1.825471,0.5148095,,,,,,,,,,4.0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,1.725,1.277,,,,,,,,,,,,,,,42431.88828,309384000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,India,2015,-0.35198820000000003,0.0900683,-0.9484934000000002,-0.3914646,-0.0474092,0.4278702,24.89,612000.0,611763.0,1000.0,1000.0,3655000.0,3654637.0,0.0,0.0,131.0,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,0.063,0.448,79.3,7.9,7.3,8.3,5.6,7.5,5.5,5.2,7.5,5.9,8.0,5.4,5.3,,1605.605445,2103590000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,Indonesia,2015,-0.4583642,-0.2408801,-0.6150607,-0.2175578,-0.4221742,0.184858,26.31,6100.0,6057.0,150.0,153.0,204000.0,203913.0,0.0,0.0,104.0,0.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.13,0.7490000000000001,75.0,6.2,7.0,7.3,5.2,6.3,6.3,5.6,6.0,6.8,7.1,5.9,5.3,39.7,3331.695115,860854000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,2015,1.5697,1.784168,1.065128,1.217743,1.518585,0.9880549,11.7,0.0,0.0,0.0,0.0,486000.0,486114.0,0.0,0.0,19.0,0.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,36.0,1.4,2.6,4.2,4.6,1.9,2.6,1.7,2.1,3.4,4.8,3.1,3.6,,34960.63938,4444930000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,Kazakhstan,2015,-0.8527389000000001,-0.0735818,-0.035000300000000005,-0.0329584,-0.4394074000000001,-1.1637879999999998,7.83,0.0,0.0,0.0,0.0,19000.0,19036.0,0.0,0.0,51.0,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,1.86,1.426,68.3,5.7,7.6,7.0,6.5,4.7,3.6,8.0,4.5,7.5,5.0,3.5,4.7,26.8,10510.77189,184388000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,Kiribati,2015,0.2202898,-0.4900719,0.8435606,-0.8764771,-0.155342,0.9789279,,0.0,0.0,0.0,0.0,2500.0,2520.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.616465,171117816.7,,,,,,3.0,3.5,3.5,3.3,3.0,2.5,2.5,2.7,3.0,3.0,3.5,3.5,3.0,3.2,3.5,2.5,3.0,3.0,3.0,3.0,3.0,3.1
KGZ,Kyrgyzstan,2015,-1.149887,-0.9147314,-0.8824379000000001,-0.5026596,-0.9893041,-0.404161,2.92,0.0,0.0,0.0,0.0,5900.0,5906.0,0.0,0.0,120.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,1.5319999999999998,1.001,82.2,6.8,8.0,8.4,7.0,6.4,6.4,7.8,5.6,7.2,5.9,5.8,6.9,29.0,1121.082835,6678178340.0,,,,,,4.0,4.0,4.5,4.2,5.0,4.0,4.0,4.3,4.5,4.0,5.0,5.0,3.5,4.4,3.5,3.5,4.0,4.0,4.0,3.8,4.0,4.2
LAO,Lao People's Democratic Republic,2015,-0.9117131,-0.5108117,0.541362,-0.8064563,-0.7987957,-1.7535150000000002,24.29,0.0,0.0,0.0,0.0,12000.0,11951.0,0.0,0.0,137.0,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,-0.624,-0.807,84.4,6.0,8.3,6.3,5.5,6.9,7.4,9.0,7.7,8.1,7.1,5.6,6.6,,2140.044323,14426381187.0,,,,,,4.0,4.0,4.0,4.0,4.5,3.5,3.5,3.8,4.0,4.5,4.5,3.5,4.0,4.1,3.5,4.0,4.0,4.5,3.5,3.9,4.5,4.0
MYS,Malaysia,2015,0.2352521,0.948642,0.2589576,0.7526733,0.5018220999999999,-0.3914768,26.01,0.0,0.0,0.0,0.0,21000.0,20607.0,0.0,0.0,62.0,0.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,0.607,-0.035,65.9,6.8,6.5,6.2,3.6,5.3,4.5,6.9,4.7,7.2,5.8,4.2,4.2,41.1,9955.242722,301355000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,2015,-0.4793919,-0.3761196,0.4206715,-0.4149505,-0.5763371,-0.5179127,27.73,,,,,,,,,95.0,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.612,2.221,0.406,74.3,6.1,7.8,4.6,6.4,4.1,5.6,8.5,6.1,7.5,5.8,4.7,7.0,,9033.41027,4109424800.0,,,,,,3.5,3.5,3.0,3.3,4.5,3.0,4.0,3.8,4.0,4.5,5.0,4.5,4.0,4.4,4.0,3.0,4.5,4.0,3.0,3.7,4.5,3.8
MHL,Marshall Islands,2015,-0.1150457,-1.60135,0.9194738,-1.121721,-0.2127134,1.178826,28.25,,,,,,,,,117.0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.886846,183814300.0,,,,,,3.0,2.5,2.5,2.7,3.0,3.0,2.5,2.8,3.0,2.5,3.0,3.0,3.5,3.0,4.0,3.0,3.0,2.5,3.0,3.1,4.0,2.9
MNG,Mongolia,2015,-0.4916313,-0.4190106,0.7163844,-0.3505109,-0.3798697,0.270258,1.69,0.0,0.0,0.0,0.0,810.0,807.0,0.0,0.0,99.0,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.102,0.75,2.2,57.0,4.0,5.5,4.3,4.3,6.4,3.1,4.5,5.7,4.8,5.5,2.4,6.5,,3875.321675,11619892396.0,,,,,,3.0,2.5,3.5,3.0,4.5,3.5,4.5,4.2,4.5,4.0,4.5,4.5,3.0,4.1,4.0,4.0,4.5,4.0,4.0,4.1,3.5,3.8
MMR,Myanmar,2015,-0.8362782,-1.238808,-1.165067,-1.222467,-1.236593,-1.218982,23.52,644000.0,644000.0,16000.0,16000.0,1618000.0,1618261.0,0.0,0.0,147.0,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,-0.987,-1.58,94.7,8.3,8.3,9.7,6.5,8.2,5.7,9.0,8.6,8.3,6.8,8.3,7.0,38.1,1196.743357,63045306514.0,,,,,,3.5,3.5,4.0,3.7,3.0,2.5,2.5,2.7,3.5,3.5,3.5,3.0,2.5,3.2,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.1
NRU,Nauru,2015,-0.5247039000000001,-0.5365816,0.5437602,-1.223166,-1.086243,0.5468488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8341.012278,86529661.37,,,,,,3.0,3.0,2.0,2.7,3.5,1.0,2.0,2.2,3.0,3.0,3.0,3.5,2.5,3.0,2.5,4.0,3.0,3.0,3.0,3.1,4.0,2.7
NZL,New Zealand,2015,2.27633,1.884018,1.5254530000000002,1.920748,2.001249,1.554845,10.14,0.0,0.0,0.0,0.0,440.0,440.0,0.0,0.0,14.0,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111,1.765,2.151,22.6,1.1,1.1,4.1,3.9,2.8,2.1,0.5,1.9,1.0,1.9,1.1,1.1,,38630.72659,178064000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIU,Niue,2015,,,,,,,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,Pakistan,2015,-0.8108425,-0.6677569999999999,-2.482708,-0.627013,-0.766732,-0.7220664000000001,21.13,1459000.0,1459312.0,0.0,0.0,1002000.0,1001665.0,0.0,0.0,154.0,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.281,0.748,-1.121,103.0,9.6,9.2,10.0,7.7,7.3,7.0,8.6,7.9,8.4,9.0,8.9,9.3,32.6,1356.667831,270556000000.0,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,4.0,3.5,3.5,3.5,3.4,3.0,4.5,3.5,3.5,3.5,3.6,4.5,3.8
PLW,Palau,2015,-0.5247039000000001,-0.5365816,0.9194738,-0.8063775,0.244574,1.200872,28.35,,,,,,,,,50.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15876.46193,280457700.0,,,,,,3.5,2.5,4.0,3.3,4.0,3.5,2.5,3.3,3.0,3.0,4.5,3.5,4.0,3.6,4.0,3.5,3.5,3.0,3.0,3.4,4.0,3.4
PNG,Papua New Guinea,2015,-0.9399223,-0.6067826999999999,-0.4221483,-0.5526034000000001,-0.8693526,0.0447437,25.09,6300.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189,-0.972,1.279,83.4,6.9,7.1,6.3,6.2,9.0,7.1,6.9,8.7,6.6,7.3,4.6,6.7,,2679.346579,21723531173.0,,,,,,3.5,3.0,4.5,3.7,4.5,3.5,3.0,3.7,2.0,3.5,3.0,2.5,2.5,2.7,2.5,3.5,4.0,2.0,3.0,3.0,3.5,3.3
CHN,China,2015,-0.2820595,0.4075751,-0.5502946,-0.2894387,-0.4098733,-1.660777,7.8,0.0,0.0,0.0,0.0,3602000.0,3602368.0,0.0,0.0,85.0,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,1.391,-1.148,76.5,5.9,7.2,8.3,3.4,7.4,4.6,8.0,6.2,9.2,7.4,5.6,3.2,38.6,8016.431434999998,11061600000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,2015,-0.4534664000000001,0.1119681,-0.8556625,-0.0430832,-0.3429787,0.1470693,26.02,62000.0,62454.0,288000.0,287970.0,2221000.0,2221158.0,0.0,0.0,107.0,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.305,0.285,0.265,86.2,9.1,8.0,8.3,6.0,6.2,6.2,7.5,7.2,5.9,8.2,7.4,6.3,44.6,3001.043182,306446000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Republic of",2015,0.3738367,1.012077,0.16101410000000002,1.113389,0.9322705,0.6310143,11.84,,,,,,,,,23.0,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502,2.849,1.5619999999999998,36.3,2.1,3.8,3.4,2.0,3.5,3.5,3.3,2.4,2.6,2.8,1.5,5.4,,28732.23108,1465770000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,2015,0.2912004,0.5082157,1.183974,-0.0804414,0.6983694,0.7358328000000001,27.38,0.0,0.0,0.0,0.0,970.0,965.0,0.0,0.0,111.0,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,5.2,5.1,4.5,6.5,5.4,8.9,6.2,5.0,4.5,6.2,2.1,8.6,,4071.926959,787958585.9,,,,,,3.5,4.0,3.0,3.5,5.0,4.0,3.5,4.2,3.5,4.5,4.5,3.5,3.5,3.9,4.0,3.5,4.5,4.0,4.0,4.0,4.5,3.9
SLB,Solomon Islands,2015,-0.3408055,-1.024599,0.6609848,-0.9462257,-0.4862776,0.2845245,25.58,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,151.0,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,-0.662,1.519,85.9,6.4,8.2,6.5,7.6,8.9,6.3,7.3,7.6,5.7,8.5,4.9,8.0,,2167.119928,1307061544.0,,,,,,3.5,3.0,4.0,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,2.5,2.5,2.8,3.5,3.5,3.0,2.5,3.0,3.1,4.5,3.2
LKA,Sri Lanka,2015,-0.3441233,-0.0095256,0.0903681,-0.0529576,0.037232199999999986,-0.2961409,27.37,44000.0,43977.0,0.0,0.0,66000.0,65562.0,0.0,0.0,72.0,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648,0.434,-0.816,90.7,7.9,9.1,9.3,5.9,7.6,7.8,8.0,5.6,8.8,6.0,8.2,6.4,,3843.780672,80604080689.0,,,,,,4.5,4.0,4.0,4.2,4.5,4.0,4.0,4.2,4.0,5.0,5.0,4.0,4.0,4.4,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.2
