iso,country_name,year,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Political Stability and Absence of Violence/Terrorism: Estimate,value.Regulatory Quality: Estimate,value.Rule of Law: Estimate,value.Voice and Accountability: Estimate,mean_temperature,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,hdi_rank,hdi_value,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,v2pepwrses,v2peapssoc,v2clsocgrp,fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating
VNM,Viet Nam,2013,-0.4781188,-0.26585970000000003,0.25057729999999995,-0.6410623000000001,-0.5148515,-1.3664,24.56,0.0,0.0,0.0,0.0,1040000.0,1040338.0,0.0,0.0,117.0,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679,0.98,1.176,73.1,5.4,6.9,5.7,6.2,5.8,5.7,7.8,5.8,7.5,5.9,8.4,5.6,,1883.308537,170915000000.0,,,,,,4.5,4.5,4.5,4.5,4.0,4.5,4.0,4.2,5.0,5.5,5.0,4.5,4.5,4.9,4.5,4.5,4.5,4.5,4.0,4.4,3.0,4.5
NPL,Nepal,2014,-0.5882109999999999,-0.8520671000000001,-0.7245995,-0.8319318000000001,-0.649678,-0.4304571,13.14,50000.0,50000.0,0.0,0.0,74000.0,74400.0,0.0,0.0,142.0,0.576,37.0,,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7559999999999999,-0.639,1.256,91.0,7.3,8.3,9.0,7.1,7.8,6.2,7.6,7.4,7.6,7.8,7.6,7.3,,870.7816902999998,23429236486.0,,,,,,4.5,3.5,4.0,4.0,4.5,4.0,4.0,4.2,4.0,4.0,4.5,4.0,4.0,4.1,3.5,4.0,5.0,3.5,3.5,3.9,4.5,4.0
AFG,Afghanistan,2014,-1.354829,-1.332015,-2.411068,-1.118182,-1.445761,-1.135445,13.61,805000.0,805409.0,156000.0,156193.0,13000.0,13125.0,0.0,0.0,169.0,0.5,21.57,,62.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319,-0.46,-0.6779999999999999,106.5,10.0,9.4,8.7,8.3,7.5,7.8,9.5,9.0,8.3,8.8,9.3,9.9,,565.1792732999999,18860486755.0,,,,,,3.5,3.0,3.0,3.2,3.5,2.0,3.0,2.8,2.0,3.0,3.0,2.5,2.0,2.5,1.5,4.0,3.5,2.5,2.0,2.7,3.5,2.8
ARM,Armenia,2014,-0.5239608,-0.1984497,-0.29713579999999995,0.2134245,-0.3660013,-0.5620829,7.92,8400.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.764,61.67,,76.6,,,,,,39.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.723,1.365,1.714,71.3,5.6,7.4,5.7,5.8,5.3,5.7,6.7,4.4,6.8,4.7,6.7,6.5,31.5,3511.225059000001,10226102396.0,,,,,,4.0,4.5,5.0,4.5,5.0,4.5,4.5,4.7,4.5,5.0,5.0,4.5,3.5,4.5,4.0,5.0,4.5,4.5,3.5,4.3,4.5,4.5
AUS,Australia,2014,1.853722,1.607067,1.032192,1.863708,1.923046,1.361716,22.63,0.0,0.0,0.0,0.0,1200.0,1166.0,0.0,0.0,8.0,0.933,82.4,,98.33,,,,,,47.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908,2.964,1.166,26.3,2.0,1.6,3.9,2.4,3.0,0.9,1.0,2.1,2.3,3.4,2.4,1.3,34.4,56305.97909,1321820000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,Azerbaijan,2014,-1.018758,-0.3642464,-0.5599095000000001,-0.2771416,-0.6723401999999999,-1.479178,13.4,569000.0,568892.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.74,55.47,,86.87,,,,,,80.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.019,0.517,1.609,77.8,7.0,7.9,6.7,4.4,6.2,4.7,8.3,5.3,7.7,5.4,7.6,6.6,,5505.988236,52500032808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,2014,-0.8869365,-0.7662595999999999,-0.8955632,-0.9375781,-0.7777678000000001,-0.4739298,25.4,426000.0,426490.0,0.0,0.0,543000.0,543000.0,0.0,0.0,133.0,0.579,25.61,,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.994,-1.042,-1.003,92.8,7.8,9.3,8.7,7.0,7.5,7.2,8.4,8.4,8.0,7.6,6.9,6.0,,1184.863283,183082000000.0,,,,,,4.5,4.5,4.5,4.5,3.5,4.0,3.0,3.5,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,4.0,3.9,4.5,4.1
BTN,Bhutan,2014,1.280615,0.2558368,1.068039,-0.9980033,0.3789314,-0.102953,12.17,,,,,,,,,129.0,0.618,46.86,,44.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,0.907,80.9,5.3,7.5,7.6,6.0,7.2,7.1,5.5,6.6,7.0,6.3,7.2,7.6,,2612.886268,1878803710.0,,,,,,3.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,4.7,5.0,4.5,5.0,5.5,5.0,5.0,4.5,4.4
BRN,Brunei Darussalam,2014,0.5313899999999999,1.086186,1.261507,0.9851288,0.4724531,-0.6250251,26.51,0.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,47.0,0.838,66.49,,94.62,,,,,,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,5.6,7.4,6.2,3.1,7.8,4.9,7.1,2.5,7.4,4.5,3.0,4.1,,31678.93731,12981331573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Cambodia,2014,-1.137787,-0.6894538,0.0231748,-0.4231628,-0.9553155,-1.107751,27.51,0.0,0.0,0.0,0.0,151000.0,151073.0,0.0,0.0,144.0,0.565,35.44,,64.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.379,88.5,6.3,8.6,7.3,6.1,7.4,7.2,8.4,8.0,7.9,7.5,6.1,7.7,,1104.7499699999996,16874510038.0,,,,,,4.5,4.5,5.0,4.7,4.5,4.0,4.0,4.2,4.5,4.0,4.5,3.5,3.5,4.0,4.0,4.5,4.0,4.0,3.5,4.0,3.5,4.2
COK,Cook Islands,2014,,,,,,,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,"Micronesia, Federated States of",2014,0.7686411999999999,-0.4979578,0.9845507,-1.0333370000000002,-0.28102990000000005,1.110942,26.71,,,,,,,,,136.0,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,5.4,5.6,4.2,7.8,8.3,8.7,6.3,6.0,3.4,7.2,3.5,8.2,,2815.497529,302508316.5,,,,,,3.0,2.5,2.5,2.7,4.0,3.5,2.5,3.3,3.0,2.5,2.5,3.0,3.0,2.8,3.0,3.0,3.0,2.5,3.5,3.0,3.0,3.0
FJI,Fiji,2014,0.1793656,-0.3682029000000001,0.5531646,-0.3826222,-0.5115845,-0.1766343,24.2,0.0,0.0,0.0,0.0,800.0,800.0,0.0,0.0,93.0,0.733,53.08,,87.67,,,,,,65.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.127,-0.353,0.988,79.0,7.0,7.9,7.3,7.0,7.1,7.3,7.8,4.8,7.2,5.0,3.7,6.9,,5171.527699,4480854660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,2014,0.7860679,0.488922,-0.3215075,0.9339862,0.190843,0.284666,8.54,233000.0,232704.0,0.0,0.0,120.0,120.0,0.0,0.0,61.0,0.783,47.23,,75.53,,,,,,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363,1.415,1.4980000000000002,82.7,7.6,9.5,8.0,6.3,6.2,5.5,8.7,5.1,6.1,4.9,7.2,7.6,37.6,3902.568799,14515269026.0,,,,,,4.5,4.5,5.0,4.7,6.0,4.0,5.5,5.2,4.5,4.5,5.5,4.5,3.0,4.4,4.5,5.0,5.5,4.5,4.0,4.7,4.0,4.7
HKG,Hong Kong,2014,1.619889,1.832899,1.153229,2.057507,1.860669,0.5356985,,,,,,,,,,4.0,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,1.725,1.277,,,,,,,,,,,,,,,41796.58925,302168000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,India,2014,-0.4279765,-0.2060476,-0.997912,-0.4477591,-0.06333630000000001,0.413294,24.77,854000.0,853900.0,345000.0,345000.0,3428000.0,3427618.0,0.0,0.0,131.0,0.616,31.23,,23.24,,,,,,35.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.248,0.063,0.772,76.9,7.9,6.8,7.8,5.7,7.8,5.2,5.3,7.0,5.6,7.7,5.1,5.0,,1503.421507,1947830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,Indonesia,2014,-0.5617321999999999,-0.0375725,-0.416824,-0.1076597,-0.3422761,0.1539049,26.23,84000.0,84000.0,800.0,800.0,943000.0,943059.0,0.0,0.0,103.0,0.69,44.36,,75.31,,,,,,45.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.13,0.7659999999999999,76.8,6.5,7.0,7.6,5.5,6.6,6.0,6.5,6.0,6.2,7.4,5.9,5.6,39.4,3217.317468,820828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,2014,1.694852,1.812477,0.9685974,1.142823,1.601478,1.036089,11.18,0.0,0.0,0.0,0.0,707000.0,707470.0,0.0,0.0,19.0,0.906,72.35,,84.79,,,,,,43.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,36.3,1.9,2.6,4.1,3.6,2.1,2.3,2.0,2.4,3.3,4.7,3.4,3.9,,34386.90586,4376630000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,Kazakhstan,2014,-0.8304355999999999,-0.0430555,0.036018199999999986,-0.2515877,-0.5981513,-1.183921,6.4,,,,,,,,,51.0,0.798,51.07,,95.92,,,,,,43.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,1.86,1.426,68.5,6.0,7.6,6.5,5.9,5.0,3.9,7.7,4.8,7.2,5.1,3.8,5.0,27.0,10539.04468,182202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,Kiribati,2014,0.2519078,-0.5611626999999999,0.8018658000000001,-0.919149,-0.1244644,0.9397046999999998,,,,,,,,,,,,55.82,,84.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.906891,154991194.1,,,,,,3.0,3.5,3.5,3.3,3.0,2.5,2.5,2.7,3.0,3.0,3.5,3.5,3.0,3.2,3.5,2.5,3.0,3.0,3.0,3.0,3.0,3.1
KGZ,Kyrgyzstan,2014,-1.127966,-0.8659378000000001,-0.8046156999999999,-0.434673,-0.9270172,-0.4624974,1.66,,,,,,,,,120.0,0.686,40.63,,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,1.5319999999999998,0.8420000000000001,83.9,7.1,8.0,8.2,7.3,6.7,6.1,8.2,5.9,7.3,6.0,5.5,7.6,26.8,1101.705332,6429001466.0,,,,,,4.0,4.0,4.5,4.2,5.0,4.0,4.0,4.3,4.5,4.0,5.0,5.0,3.5,4.4,3.5,3.5,4.0,4.0,4.0,3.8,4.0,4.2
LAO,Lao People's Democratic Republic,2014,-0.8490462999999999,-0.4157525,0.4986930000000001,-0.8496193000000001,-0.7514609999999999,-1.73322,23.87,0.0,0.0,0.0,0.0,790.0,793.0,0.0,0.0,137.0,0.589,40.37,,29.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,-0.624,-0.807,84.3,6.3,8.3,6.0,5.8,6.6,7.1,8.6,7.4,8.0,7.4,5.9,6.9,,2025.4721600000007,13448655106.0,,,,,,4.0,4.0,4.0,4.0,4.5,3.5,3.5,3.8,4.0,4.5,4.5,3.5,4.0,4.1,3.5,4.0,4.0,4.5,3.5,3.9,4.0,4.0
MYS,Malaysia,2014,0.4112889,1.114984,0.2666191,0.8377209000000001,0.5882153,-0.3603031,25.78,0.0,0.0,0.0,0.0,256000.0,255711.0,0.0,0.0,62.0,0.791,59.31,,90.54,,,,,,40.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,0.607,-0.035,66.2,6.5,7.0,6.2,3.9,5.6,4.8,6.6,4.6,6.9,5.5,4.5,4.1,,9601.178003,286755000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,2014,-0.3765603,-0.362095,0.6790961999999999,-0.3442715,-0.5302707,-0.3722163,27.73,,,,,,,,,95.0,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,2.221,0.406,75.4,5.8,8.3,4.9,6.7,4.2,5.9,8.4,6.4,7.4,5.7,5.0,6.7,,9181.711739,3994209877.0,,,,,,3.5,3.5,3.0,3.3,4.5,3.0,4.0,3.8,4.0,4.5,5.0,4.5,4.0,4.4,4.0,3.0,4.5,4.0,3.0,3.7,4.0,3.8
MHL,Marshall Islands,2014,-0.107671,-1.559072,0.9895858,-0.9499308,-0.2221721,1.154828,28.23,0.0,0.0,0.0,0.0,1200.0,1246.0,0.0,0.0,117.0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163.436686,180894800.0,,,,,,3.0,2.5,2.5,2.7,3.0,3.0,2.5,2.8,3.0,2.5,3.0,3.0,3.5,3.0,4.0,3.0,3.0,2.5,3.0,3.1,4.0,2.9
MNG,Mongolia,2014,-0.4737496,-0.4359458,0.7919012,-0.2714638,-0.3448353,0.2414446,1.3,,,,,,,,,99.0,0.732,44.67,,76.0,,,,,,25.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997,0.75,2.2,58.1,4.3,5.5,4.0,4.6,6.5,2.8,4.8,6.0,5.1,5.8,2.5,6.2,32.0,3860.325723,11349786122.0,,,,,,3.0,3.0,4.0,3.3,4.5,3.5,4.5,4.2,4.5,4.0,4.5,4.5,3.5,4.2,4.0,4.0,4.5,4.0,4.0,4.1,3.5,4.0
MMR,Myanmar,2014,-0.8821716999999999,-1.279958,-1.087581,-1.380308,-1.185768,-1.343992,23.57,645000.0,645261.0,6200.0,6200.0,81000.0,81032.0,0.0,0.0,147.0,0.55,27.44,,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5710000000000001,-1.148,-1.279,94.3,8.0,8.6,9.3,7.0,8.1,5.3,9.3,8.3,8.0,7.3,8.2,6.9,,1167.630993,61044701090.0,,,,,,3.5,3.5,4.0,3.7,3.0,2.5,2.5,2.7,3.5,3.5,3.5,3.0,2.5,3.2,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.1
NRU,Nauru,2014,-0.4725188,-0.5690626,0.6013344,-1.238945,-1.009193,0.8073975999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8109.565198,83439316.32,,,,,,3.0,3.0,2.0,2.7,3.5,1.0,2.0,2.2,3.0,3.0,3.0,3.5,2.5,3.0,2.5,4.0,3.0,3.0,3.0,3.1,4.0,2.7
NZL,New Zealand,2014,2.253601,1.932078,1.467928,1.950351,2.008719,1.524384,10.25,,,,,,,,,14.0,0.916,76.41,,98.33,,,,,,62.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111,1.765,2.151,24.1,1.4,1.1,3.8,3.9,3.1,2.2,0.5,2.1,1.1,2.4,1.2,1.3,,38015.92958,171699000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIU,Niue,2014,,,,,,,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,Pakistan,2014,-0.8338270000000001,-0.7555079,-2.401279,-0.6828626999999999,-0.7604407,-0.7160239,20.91,1900000.0,1900000.0,907000.0,907000.0,771000.0,770577.0,0.0,0.0,154.0,0.53,34.58,,23.02,,,,,,44.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1909999999999998,0.748,-1.121,103.0,9.9,9.5,10.0,7.5,7.6,6.9,8.5,7.6,8.6,8.8,8.8,9.3,,1322.720641,258334000000.0,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,4.0,3.5,3.5,3.5,3.4,3.0,4.5,3.5,3.5,3.5,3.6,4.0,3.8
PLW,Palau,2014,-0.4725188,-0.5690626,0.9895858,-0.8197578999999999,0.2755073,1.176771,28.24,,,,,,,,,50.0,0.825,51.96,,100.0,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14796.94184,260796100.0,,,,,,3.5,2.5,4.0,3.3,4.0,3.5,2.5,3.3,3.0,3.0,4.5,3.5,4.0,3.6,4.0,3.5,3.5,3.0,3.0,3.4,4.0,3.4
PNG,Papua New Guinea,2014,-0.9104193000000002,-0.6131731,-0.3393671,-0.3448819,-0.8018588000000001,0.0125041,25.08,7500.0,7500.0,1200.0,1200.0,21000.0,21144.0,0.0,0.0,155.0,0.542,41.09,,75.43,,,,,,89.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189,-0.972,1.279,84.1,6.4,7.1,6.6,6.6,9.3,7.3,6.6,9.0,6.3,7.6,4.9,6.4,,2564.913845,20382685493.0,,,,,,3.5,3.0,4.5,3.7,4.5,3.5,3.0,3.7,2.0,3.5,3.0,2.5,2.5,2.7,2.5,3.5,4.0,2.0,3.0,3.0,3.5,3.3
CHN,China,2014,-0.3400132,0.3225908,-0.522584,-0.2829926,-0.414574,-1.616668,7.55,0.0,0.0,0.0,0.0,3612000.0,3611522.0,0.0,0.0,85.0,0.731,43.0,,18.81,,,,,,65.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,1.391,-1.118,79.0,6.2,7.2,8.6,3.9,7.7,4.8,7.9,6.5,9.1,7.7,5.9,3.5,39.2,7532.771995999998,10333900000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,2014,-0.4370157,0.1927041,-0.7138209,-0.0368149,-0.3174057,0.15926600000000002,25.78,78000.0,77700.0,124000.0,123800.0,5787000.0,5786981.0,0.0,0.0,107.0,0.696,44.02,,81.53,,,,,,35.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3720000000000001,0.285,0.265,85.3,8.8,8.0,8.3,5.7,6.3,5.9,7.3,6.9,6.4,7.8,7.7,6.2,,2866.822056,288153000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Republic of",2014,0.5477043,1.164612,0.1085688,1.110693,0.9934545,0.680226,11.57,,,,,,,,,23.0,0.904,63.79,,62.24,,,,,,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,2.849,1.5619999999999998,36.4,2.4,3.6,3.1,2.3,3.2,3.6,2.8,2.1,2.9,2.9,1.8,5.7,31.2,28094.9177,1425720000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,2014,0.2961685,0.454568,1.121905,-0.1868363,0.7173196999999999,0.6650295999999999,27.46,0.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0,111.0,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,5.5,5.1,4.8,6.2,5.7,8.9,6.0,5.1,4.8,6.5,2.4,8.3,,3930.370569,755495830.9,,,,,,3.5,4.0,3.0,3.5,5.0,4.0,3.5,4.2,3.5,4.5,4.5,3.5,3.5,3.9,4.0,3.5,4.5,4.0,4.0,4.0,3.5,3.9
SLB,Solomon Islands,2014,-0.2779049000000001,-1.068603,0.4702248,-1.080401,-0.5023792,0.2265697,25.58,0.0,0.0,0.0,0.0,9000.0,9000.0,0.0,0.0,151.0,0.559,31.63,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,-0.662,1.496,86.4,6.7,8.0,6.8,7.5,8.6,6.0,7.0,7.9,6.0,8.2,5.2,8.5,,2195.302099,1288815761.0,,,,,,3.5,3.5,4.5,3.8,3.5,3.5,3.5,3.5,3.0,3.0,3.0,2.5,2.5,2.8,3.5,3.5,3.0,2.5,3.0,3.1,4.5,3.3
LKA,Sri Lanka,2014,-0.34380120000000003,0.0535279,-0.330464,-0.1011968,-0.17017620000000006,-0.667201,27.42,90000.0,90000.0,0.0,0.0,152000.0,151800.0,0.0,0.0,72.0,0.773,53.88,,70.8,,,,,,54.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7829999999999999,0.434,-0.8909999999999999,92.6,8.2,9.4,9.3,6.2,7.5,7.6,8.3,5.3,9.1,6.5,8.5,6.7,,3694.300426,76760174258.0,,,,,,4.5,4.0,4.0,4.2,4.5,4.0,4.0,4.2,4.0,5.0,5.0,4.0,4.0,4.4,4.0,4.0,4.0,4.0,3.5,3.9,4.5,4.2
TJK,Tajikistan,2014,-1.12716,-0.7831218000000001,-0.6933408000000001,-1.016256,-1.011117,-1.495486,3.48,0.0,0.0,0.0,0.0,460.0,462.0,0.0,0.0,125.0,0.652,31.34,,69.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.898,-0.6,0.8109999999999999,84.6,7.1,8.4,7.0,7.7,5.9,6.1,9.0,6.2,7.9,7.5,5.1,6.7,,945.5254403,7803258828.0,,,,,,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.8,4.0,4.0,3.5,4.0,3.0,3.7,3.5,4.0,4.0,3.5,3.0,3.6,4.0,3.8
THA,Thailand,2014,-0.4502287999999999,0.3376566,-0.9063863,0.2732638,-0.1914607,-0.8747826,26.85,35000.0,35000.0,0.0,0.0,27000.0,27155.0,0.0,0.0,79.0,0.742,52.83,,67.67,,,,,,46.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,0.08900000000000001,-0.67,77.0,7.9,9.5,8.0,3.6,6.1,3.8,7.1,4.9,7.4,7.6,6.5,4.6,37.0,5685.402121,389102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,Timor-Leste,2014,-0.5263678,-1.181185,-0.1796949,-0.8895316999999999,-1.121661,0.1487806,25.07,900.0,900.0,2100.0,2086.0,2300.0,2329.0,0.0,0.0,141.0,0.62,39.41,,69.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.123,1.767,91.0,8.0,8.3,6.8,8.2,6.4,6.7,7.7,8.5,5.7,8.8,7.1,8.8,28.7,1321.235802,1551570803.0,,,,,,3.5,4.0,4.5,4.0,4.5,2.5,2.5,3.2,3.5,3.5,3.0,3.0,2.5,3.1,3.0,3.5,4.0,3.0,3.0,3.3,4.5,3.4
TON,Tonga,2014,-0.3144411,-0.0695224,0.8471965,-0.406627,-0.1459795,0.663713,24.61,0.0,0.0,0.0,0.0,5300.0,5306.0,0.0,0.0,104.0,0.707,61.68,,85.67,,,,,,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275.702784,431944322.4,,,,,,3.5,3.5,3.0,3.3,4.5,3.5,3.0,3.7,3.0,4.0,4.0,3.0,4.0,3.6,3.5,4.0,4.5,3.5,3.5,3.8,3.5,3.6
