iso,country_name,year,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,data_source
ITA,Italy,2020,71,85.5,75.9,98.2,81.5,61.3,75.6,14.9,68.1,81.4,58.8,56.8,90.4,68.5,,99.2,97.6,81.5,45.9,100,100,94.9,41.1,89.1,35.8,0.6,38,,,,,,,,58.8,56.8,41.2,83.7,83.7,39.4,37.9,71.7,41.9,4.7,60,91.2,91.4,75.7,78.8,41.2,53.3,36.6,87.8,75,Yale EPI
JAM,Jamaica,2020,48.2,45.5,43.6,49.3,48.9,50,58.2,4.7,65.7,78.6,3,22.4,42.7,43.7,,52.4,47.2,48.9,1.5,84.7,96.6,80.7,39.3,53.5,34.4,0.7,8.7,,,,,,,,3,22.4,49.5,31.7,31.7,42.8,35.2,49.2,35.9,,60.1,70.1,89.7,79.7,83.3,56.9,42.8,59.3,76.2,80.9,Yale EPI
JOR,Jordan,2020,53.4,58.6,58,62.6,46.7,49.9,32.2,,58.4,69,18.6,25,100,29.1,,75.2,54.2,46.7,,13.4,10.6,38.7,10.9,92.1,79.6,,,,,,,,,,18.6,25,40.4,43.1,43.1,68,78.9,46,100,,59.1,40.1,89.3,37.6,67.7,45.8,55.4,68.7,37.9,100,Yale EPI
JPN,Japan,2020,75.1,90.3,85.9,95,100,65.1,76.6,35.2,69.5,77.7,75.3,55.9,100,78,,100,91.6,100,71.5,100,100,69.1,28.3,68.6,42.9,1.1,93.5,,,,,,,,75.3,55.9,60.2,86.5,86.5,56.9,41.7,19.6,41,7,57.6,100,87.6,100,100,65.1,36.2,23,56.4,99,Yale EPI
KAZ,Kazakhstan,2020,44.7,40.8,32,55.1,52.8,47.3,41.6,,44.6,75.2,28.6,45.6,40.7,26.6,,54,55.8,52.8,,18.7,24.2,80.3,4.4,97.2,69.5,,,,,,,,,,28.6,45.6,22,2.2,2.2,64.8,68.4,49.9,67.7,,47,0,91.8,54.6,37.6,100,47.7,2.1,100,50.4,Yale EPI
KEN,Kenya,2020,34.7,25.7,34.9,13.6,50.6,40.6,53.5,8.6,49,36.8,0.5,35.9,13.9,49.9,,13.7,13.6,50.6,4,69.9,67.5,84.1,26.2,85.3,27.8,5.2,12.1,,,,,,,,0.5,35.9,39.2,5.5,5.5,56.5,31.1,53.2,68.9,,33.8,63.7,90.2,60.7,30.9,66.5,70.1,84.3,42.1,31.5,Yale EPI
KGZ,Kyrgyzstan,2020,39.8,33.7,27,45.5,40.8,43.8,39.2,,42.5,18.1,0.2,52.4,26.8,27.9,,42.9,47.2,40.8,,20.7,22.3,55.1,20.6,93.4,93.6,,,,,,,,,,0.2,52.4,19.1,0,0,58.7,91.1,47.1,,,34.1,46.2,89.6,33.8,0,100,39.2,68.1,36.1,0,Yale EPI
KHM,Cambodia,2020,33.6,30.5,30.1,34.2,35,35.6,60.1,11.3,30.9,45.4,0,59,11.2,43.2,,35.8,33.2,35,0,100,100,94.2,31,26.4,13.8,5.2,18.6,,,,,,,,0,59,37.4,0,0,49.1,19,51,80.8,9.9,11.7,77.3,,72.9,0,12.6,79.2,73.8,41.4,49.4,Yale EPI
KIR,Kiribati,2020,37.7,22.9,29.2,16.3,37,47.5,82.1,55.4,32.2,49.9,0,26.5,6.5,46.1,,17.5,15.4,37,100,100,100,,0,,,27.9,,,,,,,,,0,26.5,24.2,0,0,57,,,,87.4,21.3,53.2,,46.6,59,,16.3,95.4,80.1,19.8,Yale EPI
KOR,South Korea,2020,66.5,81.4,71.7,90.7,89.4,56.6,62.6,12.6,62.6,100,76.8,51.7,100,53.8,,100,84.4,89.4,17.2,88.2,88.2,90.1,16,78.6,32.8,23,11.6,,,,,,,,76.8,51.7,41.7,96.7,96.7,54.2,32.2,11.3,42.1,1.5,45.5,100,100,81.5,100,36.5,44.8,15.9,100,100,Yale EPI
KWT,Kuwait,2020,53.6,57.3,55,67.4,56.8,51.2,66,14.9,49.7,81.7,43.1,44.9,98.7,24.2,,82.9,57,56.8,1.2,98.4,98.4,92.9,9.2,91.6,,,14.9,,,,,,,,43.1,44.9,44.1,0,0,70.2,48.4,,48.4,,48.1,60.8,91.5,33.8,7.3,,33.2,0,91.1,72.2,Yale EPI
LAO,Laos,2020,34.8,27.2,27.8,26.5,34.7,39.9,69.7,,30.7,21.3,0,69.2,9.4,41.3,,27.3,26,34.7,,93.6,96.8,83.3,29.6,6.4,13.6,,,,,,,,,,0,69.2,26,18.7,18.7,57.6,16.6,43,44.6,,17.7,43.4,,36.4,68.8,16.4,76.1,77.3,40.3,2.4,Yale EPI
LBN,Lebanon,2020,45.4,53.1,47.8,59.7,43.6,40.3,21.8,14.2,56.8,67.1,38.2,34.1,80.3,25,,79.4,46.6,43.6,0,15.1,15.1,25.7,13.5,84.6,33.1,,14.2,,,,,,,,38.2,34.1,38.7,61.4,61.4,34.2,36.6,100,,,63.4,36,,34,58,61.2,63.7,63.9,63.1,71.1,Yale EPI
LBR,Liberia,2020,22.6,21.3,30.9,9.8,37.3,23.6,32.6,10.6,24.9,32.7,0,26.2,11.4,43.7,,10.5,9.4,37.3,1,21.3,55.7,53.7,17.2,42,11.2,16,11.7,,,,,,,,0,26.2,45.7,0,0,57.2,14.6,36.9,53.4,3.1,6.9,29.7,89.3,35,38.6,3.4,28.5,100,48.9,16.6,Yale EPI
LCA,Saint Lucia,2020,43.1,47.8,46.3,45.4,51.8,40,36.9,16.2,54.8,36.7,0.9,6.4,53.7,36.1,,50.3,42.1,51.8,1.8,59.6,29.5,,66.6,,47.9,,16.2,,,,,,,,0.9,6.4,100,77.5,77.5,46.8,50.7,,100,,50.7,68.3,95.3,22.1,30.2,70,26.5,60.5,36.9,36.5,Yale EPI
LKA,Sri Lanka,2020,39,42.1,37.8,48.4,72.4,36.9,61.1,11.3,31,53.1,0,33.2,27.3,44.8,,51.1,46.6,72.4,0.7,90.7,98.2,70.9,41.6,72.8,34.1,12,14.8,,,,,,,,0,33.2,44,4.4,4.4,46.1,37.8,40.7,100,6.3,1.6,100,,97.6,59.5,23.7,31.9,80.2,64.5,41.8,Yale EPI
LSO,Lesotho,2020,28,11.8,15.3,7.2,25,38.8,22.5,,52.4,44,0.3,27.4,10,18.8,,7.4,7.1,25,,1.4,1.4,26.2,10.6,94.3,44,,,,,,,,,,0.3,27.4,18.9,0,0,43.5,47.3,54,100,,42.6,78.1,,89.1,47,26.7,54.4,70.5,43.3,44.7,Yale EPI
LTU,Lithuania,2020,62.9,63.2,62.7,58.3,83.9,62.7,87.5,14.5,65.9,96.6,51.4,64.1,64.7,60.5,,59.9,57.2,83.9,100,99.4,99.4,100,33.7,90.7,21.4,,19,,,,,,,,51.4,64.1,70.5,87.8,87.8,53.2,24.6,64.4,41.9,9.2,55.2,100,80.4,93.6,72.1,51.9,45.2,24.9,97.3,95.9,Yale EPI
LUX,Luxembourg,2020,82.3,92.6,87.2,98.6,96.1,75.4,85.5,,77.5,100,98.5,42.2,100,81.4,,100,97.7,96.1,,100,100,,64.6,,30.7,,,,,,,,,,98.5,42.2,48.2,96.2,96.2,48.5,34.3,100,,,78.7,81.7,91.7,67.5,100,16.8,75.7,7.3,100,100,Yale EPI
LVA,Latvia,2020,61.6,58,54.8,59,78.4,64,86.7,7.3,67.7,94.8,90.7,62.8,55.2,53.2,,61.1,57.5,78.4,100,100,100,100,31.9,75.9,18.2,3.5,14.4,,,,,,,,90.7,62.8,69.8,61.4,61.4,59.4,21.4,43.2,58.2,3.5,65.8,70.9,90.2,48.7,96.7,62.5,41.7,35.3,100,89.7,Yale EPI
MAR,Morocco,2020,42.3,33.3,27,40.8,28.9,48.3,67.4,16.7,48.7,80.5,5.4,38.9,44.6,14,,47.2,36.6,28.9,0.5,100,100,95.7,45.8,80.7,35.8,22.9,23,,,,,,,,5.4,38.9,30,39.6,39.6,51.1,40.8,70.3,100,1.9,47,56,,50.1,37.6,36.7,50.2,69.9,97,64,Yale EPI
MDA,Moldova,2020,44.4,45.6,44.3,50,54.7,43.6,27.9,,52.2,76.1,9,50.8,46.8,41.7,,48.9,50.6,54.7,,20.9,22.1,2.5,14.5,80.6,39.8,,,,,,,,,,9,50.8,53.4,13.8,13.8,40.2,45.8,100,100,,43,82.3,86.9,0,54.3,36.9,43.4,67.4,52.2,100,Yale EPI
MDG,Madagascar,2020,26.5,22.1,36.1,5.9,33,29.4,25,11.8,39.9,40.5,0,50.5,7.4,56.4,,5.7,6,33,7,32.3,29.1,48.6,17.4,0,9.2,13.7,9.9,,,,,,,,0,50.5,41.5,0.6,0.6,46.7,14.6,70.2,55.5,,12.6,86.1,89.7,67.1,49.9,26.1,47.8,89.4,41.6,39.4,Yale EPI
MDV,Maldives,2020,35.6,48,51.2,47.8,55.4,27.4,6.5,46.6,27.7,26.7,4.3,14.1,40.6,61.3,,53.3,44.1,55.4,0.5,2.4,2.4,,10.4,,77,8.6,39,,,,,,,,4.3,14.1,24.4,9.6,9.6,31.4,78.2,100,,100,23.4,55.8,,1.2,0,,25.8,64.7,49.7,3.7,Yale EPI
MEX,Mexico,2020,52.6,47.5,40.8,52.8,45.7,55.9,72.9,12.8,65.2,71.4,31.6,38.8,39.5,42.2,,57.2,49.8,45.7,100,80.4,85.2,51.8,21.2,67.7,29.8,7.3,18.4,,,,,,,,31.6,38.8,36.4,74.3,74.3,57.1,32.5,68,46.9,,59.5,69,100,53.2,81.3,61.9,57.9,39.3,65.5,77.2,Yale EPI
MHL,Marshall Islands,2020,30.8,32.6,32.5,32.2,46.6,29.6,11.4,53.5,39.6,50.6,0,1.7,16.9,37.6,,35.3,30.2,46.6,2.4,5,5,,13,,,35.4,,,,,,,,,0,1.7,100,22.1,22.1,52.9,,,,74.5,35.1,55.9,,48.7,48.5,,9.1,64.5,100,1.1,Yale EPI
MKD,North Macedonia,2020,55.4,43.6,26.5,61.1,46.7,63.2,62.1,,75.2,100,0.9,40.9,34.5,18.3,,65.4,58.1,46.7,,51.4,70.5,93.3,36.6,76.4,42,,,,,,,,,,0.9,40.9,53.6,72.1,72.1,46.5,42.3,70.5,19.9,,81,56.1,95.4,70.6,58.9,67.6,68.5,44.3,100,100,Yale EPI
MLI,Mali,2020,29.4,19.5,29.2,8.2,32.5,36,59.6,,26.3,49.9,0,43.4,6.8,45.6,,8.3,8.2,32.5,,39.9,68,84.6,11.4,97,19.3,,,,,,,,,,0,43.4,28.7,0,0,67.9,23.4,58.1,63.7,,20.6,30.4,,25.6,44.2,25.1,36.8,73,52,47.7,Yale EPI
MLT,Malta,2020,70.7,86.1,77.6,99.8,50.6,60.5,75.1,12.2,62.6,80.8,0,28.3,97.1,66.6,,99.5,100,50.6,78.1,100,100,,14.1,,100,16.7,7.8,,,,,,,,0,28.3,42.5,96.7,96.7,30.4,100,100,,,52.8,100,85.8,65,20.7,53.4,68.1,35.6,100,61.6,Yale EPI
MMR,Myanmar,2020,25.1,24.6,20.7,30.8,38.2,25.4,31,9.4,22.2,50.7,0,53.7,12.3,27,,32.3,29.9,38.2,3.6,31.4,15.5,69.3,16.7,67.9,23.4,12.6,9.5,,,,,,,,0,53.7,18.3,0,0,54.8,25.9,55.1,41.2,5.7,0,65,,28.4,62.1,12.2,73.2,70.6,51.8,49.6,Yale EPI
MNE,Montenegro,2020,46.3,46.7,33.9,65.6,65.2,46.1,36.6,6.6,65.6,85.2,8.4,19.2,34.8,31.2,,78.9,56.7,65.2,0.6,46.8,48.4,5.5,45.1,75.8,41.2,,9.1,,,,,,,,8.4,19.2,55.2,5.3,5.3,48.2,44.3,44.9,100,3.7,54.5,90.7,89.8,83.6,100,43.7,37,34.2,88.1,82.4,Yale EPI
MNG,Mongolia,2020,32.2,27.6,17.4,43.1,33.2,35.3,73.1,,16.6,34.9,3.3,15.4,22.8,11.2,,42.3,43.7,33.2,,77.1,73.9,97.9,23.5,93.9,38.6,,,,,,,,,,3.3,15.4,42.1,0,0,67.2,41.7,71.4,68,,7.7,0,69.4,14,12,100,33.3,1.1,25.5,44.4,Yale EPI
MOZ,Mozambique,2020,33.9,28.1,40.7,16.4,23.7,37.8,67.4,16.3,31.1,54.1,0.2,34.4,7,64.5,,16.3,16.4,23.7,2.2,97.4,98.6,80.2,49,91,22.5,12.5,20.2,,,,,,,,0.2,34.4,47.1,0.7,0.7,56.9,24.5,45.2,39.3,,0,61.6,88,88.6,46.1,43.8,62.1,86.6,74.9,33.3,Yale EPI
MRT,Mauritania,2020,27.7,20,22.4,13.6,55.8,32.8,19.2,7.8,32.6,49.2,0,39.7,19.8,22,,13.7,13.4,55.8,0.1,3.6,3,1.4,4.6,94.5,100,14.7,4.2,,,,,,,,0,39.7,47.7,12.5,12.5,78,97.2,53.6,90.9,3.9,21.5,32.6,88.7,35.7,41.5,0,33.7,58.6,55.1,43.4,Yale EPI
MUS,Mauritius,2020,45.1,60,51.1,65.5,66.8,35.3,19.3,15,51,49.2,2.5,20,63.3,37.8,,68.5,63.4,66.8,0,27.8,27.8,,10.9,,43.9,4.6,25.4,,,,,,,,2.5,20,100,98,98,32.7,49.5,100,100,,43.2,47.4,88.6,39.9,97.3,34.1,43.5,52.4,50.9,47.5,Yale EPI
MWI,Malawi,2020,38.3,26.5,39.6,12,37.4,46.2,84.2,,34.2,53.1,0,39,9.3,61.2,,12,12,37.4,,100,100,89.2,41.1,92.8,20.2,,,,,,,,,,0,39,43.5,0,0,50.7,22.8,37.9,54.5,,37.3,14.8,,13.1,46.5,37.5,33.4,100,60.4,45.8,Yale EPI
MYS,Malaysia,2020,47.9,55.4,50.3,57.6,62.1,42.9,55.1,8.6,52.8,41.2,12.4,63.4,70.7,36.5,,71.8,48.1,62.1,8.6,100,100,61.7,14.6,0,12.7,11.1,,,,,,,,,12.4,63.4,40.1,81.4,81.4,57.1,12.8,14.8,,5.7,40.1,63.7,89.3,100,52.7,49,55.8,23.7,43.3,39,Yale EPI
NAM,Namibia,2020,40.2,22.5,24.4,19.6,44.5,52,76.6,8.6,55.4,68.2,6.2,11.5,20.4,27.2,,20.8,18.8,44.5,16.8,100,100,94.4,78.9,86.4,52.1,16.7,7.8,,,,,,,,6.2,11.5,26.4,4.2,4.2,72.7,55.1,65.3,98.1,0,38.8,100,,100,15.4,94.3,87,42.5,57.1,79.4,Yale EPI
NER,Niger,2020,30.8,17.1,30.3,1.4,27.3,39.9,77.6,,12.5,0.9,0,33.6,5.4,48.6,,1.3,1.6,27.3,,85.5,83.9,92.6,25.6,89.8,100,,,,,,,,,,0,33.6,28.5,1,1,73.8,97.7,53.1,100,,2,23.3,,19.2,23.5,0,49.4,81.9,0,1.9,Yale EPI
NGA,Nigeria,2020,31,13.9,18,4.9,51.5,42.4,53.6,10.9,50.8,66.3,0.2,39,11.7,21.4,,6,4.2,51.5,0,78.3,62.1,89,32.3,83.9,20.6,15.5,6.3,,,,,,,,0.2,39,30.9,7.7,7.7,50.4,23.4,38,59.4,,36.1,84.4,89.8,33.5,37.1,28,61.5,80.9,73.6,59,Yale EPI
NIC,Nicaragua,2020,39.2,40.2,41.7,42.8,34.5,38.6,59.6,12.3,38,80.2,0,24.1,24.1,53.5,,43.9,42,34.5,7.5,93.1,93.9,89.5,68.4,0,15.7,11.7,12.9,,,,,,,,0,24.1,51.4,11.4,11.4,48.9,20.1,54.9,64.1,,37.6,29.8,,22.2,52.1,60.5,43.8,65.2,96.5,64,Yale EPI
NLD,Netherlands,2020,75.3,91,82.4,100,95.1,64.8,83.7,13.1,65.8,100,100,40,100,72.8,,100,100,95.1,100,99.8,93.5,94.1,39,78,40.6,8.3,28.6,,,,,,,,100,40,47.5,100,100,39.3,42.8,82.7,41.5,0.7,57.8,100,100,14,85.1,64.1,40.9,17,100,100,Yale EPI
NOR,Norway,2020,77.7,98.5,97.9,100,94,63.8,71.5,9.8,78.9,99.2,64.3,39.3,100,100,,100,100,94,43.8,81.6,83,86.7,47.7,92.7,30.5,11.9,,,,,,,,,64.3,39.3,58.7,97.6,97.6,71.3,32.1,56,38,7.3,72.5,100,100,79,100,54.7,67.9,13.3,100,98.4,Yale EPI
NPL,Nepal,2020,32.7,21,14.6,27,27.2,40.5,62.6,,23.7,44.4,0,45.8,14.1,16.3,,29,25.7,27.2,,76.3,45.7,84.2,27.5,97.5,65.8,,,,,,,,,,0,45.8,0,30.5,30.5,47.6,67.8,73.4,100,,0,66.5,,32.9,65.8,81.1,45,85.5,39.2,49.5,Yale EPI
NZL,New Zealand,2020,71.3,88,97.4,80.4,75.5,60.2,84,5.4,61.5,87.4,79.9,57.5,97.6,100,,89.4,74.4,75.5,100,91,90.9,81.1,56.5,81.2,24.9,7.3,,,,,,,,,79.9,57.5,67.4,68,68,57.2,28.2,60,56.6,3,51.4,85.7,89.5,65.4,78.1,61.5,51.5,5.5,100,74.7,Yale EPI
OMN,Oman,2020,38.5,43.4,36.4,58.3,37,35.2,28.2,24.5,32,60,13.4,50.6,70.8,11.7,,76.2,46.3,37,0.4,15.1,14,42.6,3.5,99.4,,25.7,23.2,,,,,,,,13.4,50.6,32.7,0,0,77.2,67,100,34.1,,26.2,46.4,89.6,6.1,0,0,27,2.7,100,19.9,Yale EPI
PAK,Pakistan,2020,33.1,14.6,9.9,17.4,23,45.3,46.1,7.6,50.6,58.8,0.1,35.1,12.9,8.5,,20.9,15.1,23,6.9,62,55.1,62,9.4,85.6,83.7,6.2,9.1,,,,,,,,0.1,35.1,1.3,31.1,31.1,56.2,80.9,56.2,54.4,,42.7,40.3,95.9,45.1,57.4,92.2,45.1,73.9,60.9,56.7,Yale EPI
PAN,Panama,2020,47.3,50.4,56,43.5,57.5,45.2,60.4,9.1,50.3,66.1,23.1,25.6,47.3,61.7,,46.5,41.6,57.5,9.3,92.7,75.3,78.9,44.8,80.3,33,6.2,11.9,,,,,,,,23.1,25.6,62.7,42,42,45.8,33.1,45.1,24.2,,36,88.7,,71.7,32.2,73.6,72.9,56.6,72.4,59.9,Yale EPI
PER,Peru,2020,44,45.1,46,43,68.2,43.2,59.5,18.7,41.3,41,46.4,37.1,40.4,47.6,,43.7,42.6,68.2,1.6,85.6,81.7,67.9,56.7,74.7,35.6,25.1,8.1,,,,,,,,46.4,37.1,72.9,30,30,58.1,37,55.5,43,23.6,27.9,58.1,89.7,60.3,16.6,36,41.4,59.4,69.1,12.9,Yale EPI
PHL,Philippines,2020,38.4,34.1,30.4,39,48,41.4,56.6,12.3,42.8,68.4,0.7,44.1,19.7,34.2,,45.9,34.3,48,9.3,87.5,92.2,74.2,23,42.6,28.1,8.5,10.2,,,,,,,,0.7,44.1,75.4,17.4,17.4,48.5,31.9,100,,19.1,21.5,65.9,95,54.7,66.4,42.9,52.1,74.1,84.8,51.9,Yale EPI
PNG,Papua New Guinea,2020,32.4,28.4,33.9,15.5,60.3,35.1,27.3,13.1,47.6,58.2,0,31.3,4.8,49.4,,15.4,15.6,60.3,1.2,17.9,11.6,25.4,13.3,94.6,34,3.1,5.8,,,,,,,,0,31.3,95.3,43.9,43.9,78.3,34.2,38.4,,33.3,27.6,74.2,90.1,68.7,49.8,37.4,68,79,75.2,41.1,Yale EPI
POL,Poland,2020,60.9,58.9,44.7,71.7,65.3,62.3,89,8,65.4,89.6,60.9,57.4,49.7,40.7,,80.9,65.6,65.3,100,100,100,100,48.3,92.5,23.9,2.6,17.3,,,,,,,,60.9,57.4,48.7,91.1,91.1,48.9,27.1,65.8,45.7,3.4,61,72.4,86.1,83.7,66.2,55.5,59.9,20.6,100,79.3,Yale EPI
PRT,Portugal,2020,67,83.4,84.4,83.4,65.3,56.1,73,33.1,63.3,93.5,55,22.3,85.8,86.4,,80.3,85.5,65.3,41.1,100,100,94.1,42,72.8,2,1.6,45.6,,,,,,,,55,22.3,51.6,90.2,90.2,38.6,7.4,70.5,41.5,55.2,57.9,91.1,67.4,83,94.2,45.3,6.1,28.1,100,87,Yale EPI
PRY,Paraguay,2020,46.4,46.8,47,47.5,51.2,46.2,62.8,,40.9,70.5,0.7,77.9,30.5,59,,51.1,45.1,51.2,,82.9,84.1,85.4,19.9,0,16.6,,,,,,,,,,0.7,77.9,46.8,35,35,63.4,20.2,54.8,49.3,,38.8,36.5,,27.8,81,48.6,45.8,42.5,98.3,42.8,Yale EPI
QAT,Qatar,2020,37.1,56.9,48.6,66.5,59.2,23.9,41.3,6.4,12.1,64.4,70,26.6,100,13,,81,56.8,59.2,0,63.4,63.4,2.8,3.1,76.5,,,6.4,,,,,,,,70,26.6,28.5,60.2,60.2,76.4,0,,0,,11.1,0,,0,0,,90.8,0,93.2,35.6,Yale EPI
ROU,Romania,2020,64.7,50,43.6,55.9,51.4,74.4,85,54.5,84.6,100,30.4,65.7,44.7,41.1,,56.8,55.3,51.4,100,96.3,97.6,98.2,34.7,84.9,38.4,,100,,,,,,,,30.4,65.7,63,65.8,65.8,44.2,40.9,60.5,66.6,1.4,83.2,100,89.2,100,62.4,70.9,78.7,45.2,100,100,Yale EPI
RUS,Russia,2020,50.5,53,54.1,55.4,72.2,48.8,54.1,4.3,59.9,81,18.5,60.5,63.7,46.9,,55.1,55.7,72.2,18,52.9,56.4,94.9,22.5,89.5,26.3,3.8,6.6,,,,,,,,18.5,60.5,56.2,3.2,3.2,79.4,28.6,55.1,43,2.2,56.9,59.8,86,52.7,100,53.9,36.2,9.2,75.7,86.3,Yale EPI
RWA,Rwanda,2020,33.8,24.4,30.9,16.9,45.2,40,57.4,,35.9,50.5,0,39.4,11.8,45.2,,16.9,16.9,45.2,,51.5,54.7,76,29.5,94,26.3,,,,,,,,,,0,39.4,26.3,0,0,47.3,28.4,36.7,57.9,,14.2,50.6,89.4,41,51.9,34.1,71.5,100,52.8,48.2,Yale EPI
SAU,Saudi Arabia,2020,44,47.2,37.4,59.3,35.4,41.8,38.8,18.5,37.5,34.7,11.8,64.3,76.2,10,,71.9,50.9,35.4,20.7,28,28,56.6,6,97.5,100,12.3,24.7,,,,,,,,11.8,64.3,29,61.4,61.4,74.2,96.9,38.5,100,,32.8,44.8,90.9,35.2,6.3,0,30.7,0,32.2,37.1,Yale EPI
SDN,Sudan,2020,34.8,20.8,17.6,22.3,7.1,44.1,46.6,9.1,52.8,64.8,0,24.7,19.7,14.8,,22,22.5,7.1,100,11.6,12.7,46.6,9.1,95.1,61.8,6.4,11.7,,,,,,,,0,24.7,30.6,53.8,53.8,66.8,59.9,45,39.3,,44.4,69.5,,60.5,87.7,48.3,47,67.7,65.4,64.3,Yale EPI
SEN,Senegal,2020,30.7,20.4,25.4,13.1,47.7,37.6,68.7,12.8,30.3,49.5,0.5,38.6,12.3,33.8,,13.4,12.9,47.7,6.9,100,100,84,38.9,97,22.7,9.9,20.6,,,,,,,,0.5,38.6,38.1,0.9,0.9,53.1,25.8,46.4,61.1,7.1,15,61.7,,63.3,8,70.3,46.8,82.4,52.9,46.2,Yale EPI
SGP,Singapore,2020,58.1,85,76.9,93.2,85.4,40.2,20.9,71.4,40.2,79.5,100,19.7,100,61.8,,100,88.7,85.4,0,29.2,29.2,,5,,18.4,,46.8,,,,,,,,100,19.7,57.4,99.6,99.6,45.1,18.4,,,100,28.7,40.3,91.3,100,31.5,24.7,34.6,11.9,100,59,Yale EPI
SLB,Solomon Islands,2020,26.7,20.4,27,14,25.5,30.9,15.3,31.8,45,57.5,0,8.6,0,40.1,,13.6,14.3,25.5,0.8,1.6,1.6,0,6.2,62.5,25.5,9.2,18.7,,,,,,,,0,8.6,100,0,0,76.2,25.5,,,73.3,41.9,43.8,,47.8,63.9,16.7,48.4,100,78.4,36.6,Yale EPI
SLE,Sierra Leone,2020,25.7,19.1,25.1,11.5,37.4,30.2,52.9,18.7,24.9,40.1,0,42.7,7,37.3,,11.7,11.4,37.4,6,54.5,92.9,80.9,14.8,77.9,3.8,31.1,6.4,,,,,,,,0,42.7,36.9,0,0,48.8,9.6,63.6,58.7,,7.9,26.4,89.4,14.9,52.8,0,36.4,99.3,49.3,30.9,Yale EPI
SLV,El Salvador,2020,43.1,42.5,42.6,41.6,35.5,43.5,35.8,5.5,62.8,86.3,0.1,23.9,38.6,44.8,,43.1,40.6,35.5,2.7,41.3,43.8,26.2,27.9,84.2,32.7,0,10.9,,,,,,,,0.1,23.9,49.6,55.5,55.5,44.7,33.5,42.9,38.6,,40.4,100,89.3,100,100,96.8,45.2,76.8,100,72.6,Yale EPI
SRB,Serbia,2020,55.2,47.8,33.6,65.5,51.1,60.2,57.4,,68.1,89,1.7,69.9,38.7,28.1,,73.3,60.3,51.1,,50.3,50.3,96.8,31.4,86.7,44.5,,,,,,,,,,1.7,69.9,53.4,44.7,44.7,42.8,45.8,58.8,56.6,,57.2,99.8,89.8,96,89.5,41.9,34.9,23.1,78.8,99.2,Yale EPI
STP,Sao Tome and Principe,2020,37.6,28.7,24.6,35.2,45,43.6,58.4,17.2,35,47.1,0.3,18.2,16,30.8,,37.1,34,45,0,100,100,,29.6,,100,19.9,14.5,,,,,,,,0.3,18.2,25.8,0,0,37.2,100,,100,,27.3,32.9,,18.4,50.7,,97.4,95.8,56.4,37.9,Yale EPI
SUR,Suriname,2020,45.2,36.6,37.4,39.3,43.2,50.9,63.6,16.8,52.8,82.4,0,59.4,39.3,30.3,,45.4,35.3,43.2,0,57.5,84.4,84.3,98,91.9,47.1,8.8,24.8,,,,,,,,0,59.4,99.5,0,0,78.1,51.3,100,77.5,,45.2,56,100,65.7,68.7,22.1,25.6,41.6,70.1,94.6,Yale EPI
SVK,Slovakia,2020,68.3,64.3,56.2,71.8,69.2,70.9,85,,71.9,100,43.7,68.8,75.2,43.1,,82.8,64.5,69.2,,100,100,100,46.2,86.4,26.3,,,,,,,,,,43.7,68.8,49.7,80.6,80.6,47.3,32.1,68.1,100,,69,79.5,87.5,100,61.6,48.5,64.2,30.5,100,100,Yale EPI
SVN,Slovenia,2020,72,68.9,60.9,74.7,88.1,74.1,86.4,,75.2,90,89.1,47,60.6,62.5,,81.4,70.1,88.1,,100,100,100,55.8,84,31.9,,,,,,,,,,89.1,47,45.6,83.8,83.8,51,37.1,68.8,100,,70.9,100,91.4,79.2,66.4,46.6,58.4,28.2,100,80,Yale EPI
SWE,Sweden,2020,78.7,98.4,98.2,98.5,98,65.6,72.5,11.6,77.2,100,100,63.6,100,100,,99.7,97.7,98,100,61.7,63.7,99.3,33.2,69.8,19.8,5.9,24.2,,,,,,,,100,63.6,64.7,99.8,99.8,71.6,22.4,44.4,47.1,3.6,68.6,100,98.2,76.7,100,57.3,68.4,37,100,100,Yale EPI
SWZ,Eswatini,2020,33.8,17.6,21.1,12.6,40.2,44.6,38.4,,56.9,60.5,5.7,41.1,15.5,24.1,,13.2,12.1,40.2,,24.7,21.3,59.3,34.8,76.2,21,,,,,,,,,,5.7,41.1,32.5,0,0,45,24,72.6,29.8,,41.9,100,,71.6,62.6,90.2,50.2,69.7,68.6,52.3,Yale EPI
SYC,Seychelles,2020,58.2,50.8,53.6,51.4,68.6,63.1,78.9,18.1,70.7,86.3,1.6,8.8,72.3,39.2,,60.1,45.7,68.6,100,100,100,,7.5,,83.5,8.9,27.2,,,,,,,,1.6,8.8,62.4,0,0,23.6,84.3,100,,,83.7,19.6,,46.4,93.3,,95.8,43.5,96.1,76.5,Yale EPI
