country_name,iso,year,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),data_source
Pakistan,PAK,2019,,1489.653604,3.22607E+11,World Bank
Palau,PLW,2019,,14754.604,265597626.6,World Bank
Papua New Guinea,PNG,2019,,2816.718774,24719859153,World Bank
China,CHN,2019,,10155.41756,1.42962E+13,World Bank
Philippines,PHL,2019,,3664.79067,3.96225E+11,World Bank
"Korea, Rep.",KOR,2019,,31674.31152,1.63785E+12,World Bank
Samoa,WSM,2019,,4502.926351,887495263.4,World Bank
Singapore,SGP,2019,,61173.90477,3.4891E+11,World Bank
Solomon Islands,SLB,2019,,2289.586843,1533613349,World Bank
Sri Lanka,LKA,2019,,4225.106303,92119992735,World Bank
Tajikistan,TJK,2019,,1174.091716,10943735892,World Bank
Thailand,THA,2019,34.9,6617.542822,4.6075E+11,World Bank
Timor-Leste,TLS,2019,,1466.814821,1896767581,World Bank
Tonga,TON,2019,,4652.588587,486181549.6,World Bank
Turkmenistan,TKM,2019,,7692.578707,45710025777,World Bank
Tuvalu,TUV,2019,,3674.354085,42824596.87,World Bank
Uzbekistan,UZB,2019,,3161.415381,1.06161E+11,World Bank
Vanuatu,VUT,2019,,2900.488144,869804185.7,World Bank
Vietnam,VNM,2019,,2604.224166,2.51209E+11,World Bank
Afghanistan,AFG,2020,,529.7412103,20621946476,World Bank
Armenia,ARM,2020,,4021.046264,11915301005,World Bank
Australia,AUS,2020,,58043.58066,1.49097E+12,World Bank
Azerbaijan,AZE,2020,,5083.381639,51307185973,World Bank
Bangladesh,BGD,2020,,1643.67331,2.70696E+11,World Bank
Bhutan,BTN,2020,,2879.638619,2221963714,World Bank
Brunei Darussalam,BRN,2020,,30696.87715,13429361906,World Bank
Cambodia,KHM,2020,,1376.412027,23012192756,World Bank
"Micronesia, Fed. Sts.",FSM,2020,,2839.388103,326589259,World Bank
Fiji,FJI,2020,,4911.083471,4402511311,World Bank
Georgia,GEO,2020,,4458.102011,16557390869,World Bank
"Hong Kong SAR, China",HKG,2020,,41644.31644,3.11574E+11,World Bank
India,IND,2020,,1811.684238,2.50013E+12,World Bank
Indonesia,IDN,2020,,3756.907174,1.0276E+12,World Bank
Japan,JPN,2020,,34813.21561,4.38076E+12,World Bank
Kazakhstan,KAZ,2020,,10974.96367,2.05829E+11,World Bank
Kyrgyz Republic,KGZ,2020,,1098.085364,7238139485,World Bank
Kiribati,KIR,2020,,1606.980027,191947336.3,World Bank
Lao PDR,LAO,2020,,2554.425463,18584865506,World Bank
Malaysia,MYS,2020,,10631.50739,3.44099E+11,World Bank
Maldives,MDV,2020,,6660.833299,3600460153,World Bank
Marshall Islands,MHL,2020,,3508.798189,207699800,World Bank
Mongolia,MNG,2020,,4126.699124,13528524725,World Bank
Myanmar,MMR,2020,,1586.90232,86343028345,World Bank
Nauru,NRU,2020,,8367.188613,90650121.43,World Bank
Nepal,NPL,2020,,1028.463277,29966137024,World Bank
New Zealand,NZL,2020,,40218.39102,2.04482E+11,World Bank
Pakistan,PAK,2020,,1446.811977,3.1959E+11,World Bank
Palau,PLW,2020,,13250.89961,239735275.7,World Bank
Papua New Guinea,PNG,2020,,2666.211255,23854664082,World Bank
China,CHN,2020,,10370.35929,1.46318E+13,World Bank
Philippines,PHL,2020,,3269.670767,3.58294E+11,World Bank
"Korea, Rep.",KOR,2020,,31361.08387,1.6239E+12,World Bank
Samoa,WSM,2020,,4357.068633,864485987.5,World Bank
Singapore,SGP,2020,,58056.80642,3.301E+11,World Bank
Solomon Islands,SLB,2020,,2136.337563,1467403273,World Bank
Sri Lanka,LKA,2020,,4052.746934,88832160056,World Bank
Tajikistan,TJK,2020,,1199.059889,11436203955,World Bank
Thailand,THA,2020,,6198.414269,4.32649E+11,World Bank
Timor-Leste,TLS,2020,,1587.857159,2093497569,World Bank
Tonga,TON,2020,,4629.881391,489364573.4,World Bank
Turkmenistan,TKM,2020,,,,World Bank
Tuvalu,TUV,2020,,3791.458542,44708879.13,World Bank
Uzbekistan,UZB,2020,,3154.408224,1.07982E+11,World Bank
Vanuatu,VUT,2020,,2638.892416,810535805.6,World Bank
Vietnam,VNM,2020,,2655.767774,2.58509E+11,World Bank
